zip,population,city,county,state
79042,1051,Happy,Swisher,TX
75933,1049,Call,Newton,TX
77613,1045,China,Jefferson,TX
77533,1045,Daisetta,Liberty,TX
78623,1044,Fischer,Comal,TX
76427,1041,Bryson,Jack,TX
78159,1033,Smiley,Gonzales,TX
75937,1033,Chireno,Nacogdoches,TX
75476,1031,Ravenna,Fannin,TX
78827,1030,Asherton,Dimmit,TX
79718,1029,Balmorhea,Reeves,TX
77597,1026,Wallisville,Chambers,TX
79789,1023,Wink,Winkler,TX
79563,1013,Tye,Taylor,TX
79225,1002,Chillicothe,Hardeman,TX
79097,1001,White Deer,Carson,TX
77580,999,Mont Belvieu,Chambers,TX
76561,997,Oglesby,Coryell,TX
78027,990,Kendalia,Kendall,TX
75976,989,Wells,Cherokee,TX
78558,979,La Blanca,Hidalgo,TX
76934,974,Carlsbad,Tom Green,TX
75438,973,Dodd City,Fannin,TX
76486,970,Perrin,Jack,TX
78672,960,Tow,Llano,TX
76070,955,Nemo,Somervell,TX
76372,953,Newcastle,Young,TX
76402,952,Stephenville,Erath,TX
75936,951,Chester,Tyler,TX
75478,947,Saltillo,Hopkins,TX
78877,938,Quemado,Maverick,TX
78066,937,Rio Medina,Medina,TX
75944,936,Etoile,Nacogdoches,TX
79547,932,Rule,Haskell,TX
76455,926,Gustine,Comanche,TX
78935,926,Alleyton,Colorado,TX
77615,923,Evadale,Jefferson,TX
79788,913,Wickett,Ward,TX
77010,911,Houston,Harris,TX
76484,909,Palo Pinto,Palo Pinto,TX
79257,903,Silverton,Briscoe,TX
79366,903,Ransom Canyon,Lubbock,TX
76483,895,Throckmorton,Throckmorton,TX
79244,894,Matador,Motley,TX
76250,894,Lindsay,Cooke,TX
78742,888,Austin,Travis,TX
78712,887,Austin,Travis,TX
78830,877,Big Wells,Dimmit,TX
76872,876,Rochelle,Mcculloch,TX
79526,873,Hermleigh,Scurry,TX
77475,868,Sheridan,Colorado,TX
78963,868,West Point,Fayette,TX
76890,865,Zephyr,Brown,TX
78419,861,Corpus Christi,Nueces,TX
75959,859,Milam,Sabine,TX
76864,857,Mullin,Mills,TX
79039,844,Groom,Carson,TX
79848,835,Sanderson,Terrell,TX
78146,834,Pettus,Bee,TX
79010,833,Boys Ranch,Oldham,TX
76871,823,Richland Springs,San Saba,TX
78949,822,Muldoon,Fayette,TX
77629,810,Nome,Jefferson,TX
77538,808,Devers,Liberty,TX
77624,793,Hillister,Tyler,TX
77990,788,Tivoli,Refugio,TX
75164,788,Josephine,Collin,TX
75448,784,Klondike,Delta,TX
78663,782,Round Mountain,Blanco,TX
77519,781,Batson,Hardin,TX
78953,775,Rosanky,Bastrop,TX
75550,775,Annona,Red River,TX
75247,772,Dallas,Dallas,TX
77857,767,Gause,Milam,TX
78141,767,Nordheim,De Witt,TX
78058,763,Mountain Home,Kerr,TX
76251,763,Montague,Montague,TX
79046,757,Higgins,Lipscomb,TX
79063,754,Nazareth,Castro,TX
78592,752,Santa Maria,Cameron,TX
75488,747,Telephone,Fannin,TX
75411,740,Arthur City,Lamar,TX
78535,732,Combes,Cameron,TX
76681,732,Richland,Navarro,TX
79713,725,Ackerly,Dawson,TX
75960,725,Moscow,Polk,TX
77663,720,Village Mills,Hardin,TX
75421,719,Brookston,Lamar,TX
78843,713,Laughlin A F B,Val Verde,TX
76832,709,Cherokee,San Saba,TX
75784,708,Reklaw,Cherokee,TX
79044,694,Hartley,Hartley,TX
75566,686,Marietta,Cass,TX
78050,682,Leming,Atascosa,TX
76631,681,Bynum,Hill,TX
76379,680,Scotland,Archer,TX
75838,679,Donie,Freestone,TX
79852,676,Terlingua,Brewster,TX
79532,671,Loraine,Mitchell,TX
79367,667,Smyer,Hockley,TX
76866,662,Paint Rock,Concho,TX
75412,659,Bagwell,Red River,TX
78671,659,Stonewall,Gillespie,TX
79059,652,Miami,Roberts,TX
76649,646,Iredell,Bosque,TX
75101,643,Bardwell,Ellis,TX
79087,637,Texline,Dallam,TX
77623,634,High Island,Galveston,TX
78330,633,Agua Dulce,Nueces,TX
77991,631,Vanderbilt,Jackson,TX
79528,625,Jayton,Kent,TX
76660,624,Malone,Hill,TX
79742,617,Grandfalls,Ward,TX
78067,615,San Ygnacio,Zapata,TX
78944,614,Industry,Austin,TX
77369,612,Rye,Liberty,TX
78635,609,Hye,Blanco,TX
78044,600,Laredo,Webb,TX
78358,599,Fulton,Aransas,TX
78349,598,Concepcion,Duval,TX
76827,592,Brookesmith,Brown,TX
75493,589,Winfield,Titus,TX
79054,584,Lefors,Gray,TX
78548,583,Grulla,Starr,TX
77444,582,Guy,Fort Bend,TX
77978,576,Point Comfort,Calhoun,TX
75682,572,New London,Rusk,TX
75153,571,Powell,Navarro,TX
77457,560,Matagorda,Matagorda,TX
75853,559,Montalba,Anderson,TX
79506,555,Blackwell,Nolan,TX
79379,551,Whiteface,Cochran,TX
78161,550,Sutherland Springs,Wilson,TX
78614,547,Cost,Gonzales,TX
77466,539,Pattison,Waller,TX
78057,520,Moore,Frio,TX
78351,519,Driscoll,Nueces,TX
76357,517,Byers,Clay,TX
76464,516,Moran,Shackelford,TX
76041,514,Forreston,Ellis,TX
77977,513,Placedo,Victoria,TX
78117,512,Hobson,Karnes,TX
77560,510,Hankamer,Chambers,TX
77376,508,Votaw,Hardin,TX
78072,508,Tilden,Mcmullen,TX
77374,507,Thicket,Hardin,TX
79034,501,Follett,Lipscomb,TX
79749,492,Lenorah,Martin,TX
78886,490,Yancey,Medina,TX
76445,486,Desdemona,Eastland,TX
78561,482,Lasara,Willacy,TX
76598,482,Gatesville,Coryell,TX
79255,480,Quitaque,Briscoe,TX
79342,479,Loop,Gaines,TX
78339,476,Banquete,Nueces,TX
79544,475,Rochester,Haskell,TX
78932,470,Carmine,Fayette,TX
77453,469,Lane City,Wharton,TX
76491,466,Woodson,Throckmorton,TX
79719,465,Barstow,Ward,TX
76637,461,Cranfills Gap,Bosque,TX
77470,456,Rock Island,Colorado,TX
79237,454,Hedley,Donley,TX
79080,453,Skellytown,Carson,TX
79229,451,Dickens,Dickens,TX
79530,450,Lawn,Taylor,TX
76463,450,Mingus,Palo Pinto,TX
76875,449,Rowena,Runnels,TX
79733,449,Forsan,Howard,TX
77974,448,Meyersville,De Witt,TX
78376,447,Realitos,Duval,TX
75977,444,Wiergate,Newton,TX
76435,443,Carbon,Eastland,TX
79561,440,Trent,Taylor,TX
78340,437,Bayside,Refugio,TX
76460,433,Loving,Young,TX
79350,428,New Deal,Lubbock,TX
78122,427,Leesville,Gonzales,TX
77994,424,Westhoff,De Witt,TX
75565,419,Mc Leod,Cass,TX
78243,419,San Antonio,Bexar,TX
78344,419,Bruni,Webb,TX
76377,415,Petrolia,Clay,TX
75481,412,Sulphur Bluff,Hopkins,TX
77614,408,Deweyville,Newton,TX
77476,402,Simonton,Fort Bend,TX
76363,399,Goree,Knox,TX
79842,397,Marathon,Brewster,TX
78162,393,Tuleta,Bee,TX
79024,393,Darrouzett,Lipscomb,TX
79533,392,Lueders,Jones,TX
78385,391,Sarita,Kenedy,TX
77443,390,Glen Flora,Wharton,TX
76253,383,Myra,Cooke,TX
78369,378,Mirando City,Webb,TX
79261,370,Turkey,Hall,TX
75492,369,Windom,Fannin,TX
78608,367,Briggs,Burnet,TX
79098,365,Wildorado,Oldham,TX
77483,360,Wadsworth,Matagorda,TX
79256,359,Roaring Springs,Motley,TX
77988,356,Telferner,Victoria,TX
75415,353,Ben Franklin,Delta,TX
77334,352,Dodge,Walker,TX
78008,351,Campbellton,Atascosa,TX
76519,350,Burlington,Milam,TX
78618,348,Doss,Gillespie,TX
78342,342,Ben Bolt,Jim Wells,TX
78536,340,Delmita,Starr,TX
79743,339,Imperial,Pecos,TX
77970,337,La Ward,Jackson,TX
76077,333,Rainbow,Somervell,TX
78116,331,Gillett,Karnes,TX
79018,330,Channing,Hartley,TX
76474,327,Sidney,Comanche,TX
77507,326,Pasadena,Harris,TX
78931,326,Bleiblerville,Austin,TX
76370,325,Megargel,Archer,TX
78585,323,Salineno,Starr,TX
78353,320,Encino,Brooks,TX
78948,320,Lincoln,Lee,TX
78107,316,Berclair,Goliad,TX
77867,315,Mumford,Robertson,TX
78883,314,Tarpley,Bandera,TX
78938,314,Ellinger,Fayette,TX
79378,312,Wellman,Terry,TX
77878,312,Snook,Burleson,TX
75469,310,Pecan Gap,Delta,TX
79505,307,Benjamin,Knox,TX
76854,306,London,Kimble,TX
78675,304,Willow City,Gillespie,TX
76858,300,Melvin,Mcculloch,TX
78590,298,San Perlita,Willacy,TX
78563,293,Linn,Hidalgo,TX
77359,292,Oakhurst,San Jacinto,TX
76852,291,Lohn,Mcculloch,TX
75413,287,Bailey,Fannin,TX
79783,279,Tarzan,Martin,TX
79748,277,Knott,Howard,TX
76842,277,Fredonia,Mason,TX
76238,276,Era,Cooke,TX
78661,272,Prairie Lea,Caldwell,TX
79220,271,Afton,Dickens,TX
78567,269,Los Indios,Cameron,TX
78943,269,Glidden,Colorado,TX
77458,269,Midfield,Matagorda,TX
79062,267,Morse,Hansford,TX
79781,267,Sheffield,Pecos,TX
79236,265,Guthrie,King,TX
79538,264,Novice,Coleman,TX
77655,264,Sabine Pass,Jefferson,TX
76261,261,Ringgold,Montague,TX
78591,260,Santa Elena,Starr,TX
76845,256,Gouldbusk,Coleman,TX
78352,256,Edroy,San Patricio,TX
76623,254,Avalon,Ellis,TX
76666,254,Mertens,Hill,TX
76882,250,Talpa,Coleman,TX
78075,249,Whitsett,Live Oak,TX
79837,249,Dell City,Hudspeth,TX
75105,248,Chatfield,Navarro,TX
76678,246,Prairie Hill,Limestone,TX
77876,246,Shiro,Grimes,TX
79377,246,Welch,Dawson,TX
75780,242,New Summerfield,Cherokee,TX
78622,238,Fentress,Caldwell,TX
76676,238,Penelope,Hill,TX
76870,238,Priddy,Mills,TX
79344,238,Maple,Bailey,TX
76885,234,Valley Spring,Llano,TX
75157,233,Rosser,Kaufman,TX
76388,231,Weinert,Haskell,TX
76566,231,Purmela,Coryell,TX
79730,229,Coyanosa,Pecos,TX
78012,227,Christine,Atascosa,TX
79517,226,Fluvanna,Scurry,TX
78802,226,Uvalde,Uvalde,TX
79527,225,Ira,Scurry,TX
76268,224,Southmayd,Grayson,TX
78391,223,Tynan,Bee,TX
79539,221,O Brien,Haskell,TX
77855,218,Flynn,Leon,TX
77987,218,Sweet Home,Lavaca,TX
79566,218,Wingate,Runnels,TX
76865,216,Norton,Runnels,TX
75764,212,Gallatin,Cherokee,TX
78837,212,Comstock,Val Verde,TX
76862,210,Millersview,Concho,TX
78564,205,Lopeno,Zapata,TX
79834,202,Big Bend National Park,Brewster,TX
78545,202,Falcon Heights,Starr,TX
79003,202,Allison,Wheeler,TX
79011,202,Briscoe,Wheeler,TX
75934,201,Camden,Polk,TX
