,zip,population,city,county,state,latitude,longitude
2124,76557,5991,Moody,Mclennan,TX,31.285086,-97.390061
2125,78956,5977,Schulenburg,Fayette,TX,29.686272,-96.933626
2126,79356,5931,Post,Garza,TX,33.28589,-101.339267
2127,79911,5905,El Paso,El Paso,TX,31.892466,-106.542596
2128,76437,5899,Cisco,Eastland,TX,32.403542,-99.038804
2129,77665,5857,Winnie,Chambers,TX,29.812999,-94.416117
2130,78619,5840,Driftwood,Hays,TX,30.111915,-98.033573
2131,75141,5814,Hutchins,Dallas,TX,32.637333,-96.697609
2132,79836,5804,Clint,El Paso,TX,31.57255,-106.198866
2133,78160,5776,Stockdale,Wilson,TX,29.252842,-97.927233
2134,78652,5763,Manchaca,Travis,TX,30.132805,-97.874687
2135,78002,5758,Atascosa,Bexar,TX,29.28375,-98.737693
2136,76259,5738,Ponder,Denton,TX,33.198704,-97.311628
2137,77963,5733,Goliad,Goliad,TX,28.652457,-97.405775
2138,76059,5716,Keene,Johnson,TX,32.392588,-97.32754
2139,79121,5684,Amarillo,Randall,TX,35.174696,-101.929737
2140,75939,5682,Corrigan,Polk,TX,31.013779,-94.79742
2141,77659,5649,Sour Lake,Hardin,TX,30.171444,-94.432275
2142,75844,5632,Grapeland,Houston,TX,31.513801,-95.437616
2143,78384,5621,San Diego,Duval,TX,27.849558,-98.385775
2144,78579,5562,Progreso,Hidalgo,TX,26.083167,-97.96214
2145,76579,5547,Troy,Bell,TX,31.195905,-97.265253
2146,78014,5510,Cotulla,La Salle,TX,28.371399,-99.135335
2147,77856,5492,Franklin,Robertson,TX,31.075823,-96.425784
2148,76255,5477,Nocona,Montague,TX,33.82471,-97.739095
2149,77514,5461,Anahuac,Chambers,TX,29.700296,-94.603226
2150,78593,5432,Santa Rosa,Cameron,TX,26.275747,-97.823524
2151,77360,5415,Onalaska,Polk,TX,30.846249,-95.117513
2152,76044,5407,Godley,Johnson,TX,32.425936,-97.539874
2153,79088,5401,Tulia,Swisher,TX,34.580896,-101.697218
2154,79363,5374,Shallowater,Lubbock,TX,33.707731,-102.045021
2155,76834,5370,Coleman,Coleman,TX,31.881335,-99.481164
2156,77879,5357,Somerville,Burleson,TX,30.398612,-96.497852
2157,77358,5345,New Waverly,Walker,TX,30.558321,-95.436252
2158,76633,5334,China Spring,Mclennan,TX,31.695095,-97.328822
2159,78059,5327,Natalia,Medina,TX,29.199686,-98.840984
2160,78390,5299,Taft,San Patricio,TX,27.997261,-97.327442
2161,78962,5290,Weimar,Colorado,TX,29.657572,-96.733177
2162,78361,5273,Hebbronville,Jim Hogg,TX,27.100448,-98.789966
2163,76802,5271,Early,Brown,TX,31.743506,-98.911447
2164,75559,5263,De Kalb,Bowie,TX,33.503694,-94.627358
2165,75459,5260,Howe,Grayson,TX,33.53262,-96.671495
2166,79036,5245,Fritch,Hutchinson,TX,35.612828,-101.547377
2167,79536,5230,Merkel,Taylor,TX,32.473616,-100.032549
2168,75152,5194,Palmer,Ellis,TX,32.439871,-96.678051
2169,75640,5181,Diana,Upshur,TX,32.708417,-94.683181
2170,79035,5166,Friona,Parmer,TX,34.690472,-102.784877
2171,75561,5135,Hooks,Bowie,TX,33.516756,-94.281559
2172,75638,5106,Daingerfield,Morris,TX,33.020475,-94.729699
2173,77362,4992,Pinehurst,Montgomery,TX,30.160534,-95.669154
2174,75124,4985,Eustace,Henderson,TX,32.326026,-95.974056
2175,76448,4983,Eastland,Eastland,TX,32.398455,-98.797824
2176,78372,4967,Orange Grove,Jim Wells,TX,27.987983,-98.06698
2177,75173,4953,Nevada,Collin,TX,33.061737,-96.395825
2178,78234,4917,San Antonio,Bexar,TX,29.460597,-98.438554
2179,75851,4916,Lovelady,Houston,TX,31.092367,-95.499937
2180,75656,4897,Hughes Springs,Cass,TX,33.011304,-94.572161
2181,79027,4873,Dimmitt,Castro,TX,34.408048,-102.419542
2182,79838,4872,Fabens,El Paso,TX,31.482839,-106.168049
2183,78025,4860,Ingram,Kerr,TX,30.081841,-99.282981
2184,78401,4823,Corpus Christi,Nueces,TX,27.797802,-97.399067
2185,75172,4814,Wilmer,Dallas,TX,32.605177,-96.674317
2186,75755,4805,Big Sandy,Upshur,TX,32.641695,-95.075624
2187,75491,4781,Whitewright,Grayson,TX,33.486324,-96.39593
2188,75226,4774,Dallas,Dallas,TX,32.782826,-96.776443
2189,78560,4743,La Joya,Hidalgo,TX,26.242809,-98.49449
2190,76821,4680,Ballinger,Runnels,TX,31.738576,-99.934162
2191,78947,4679,Lexington,Lee,TX,30.420154,-97.035831
2192,75452,4673,Leonard,Fannin,TX,33.402226,-96.23857
2193,75567,4655,Maud,Bowie,TX,33.310991,-94.311711
2194,78343,4627,Bishop,Nueces,TX,27.622119,-97.75143
2195,75166,4624,Lavon,Collin,TX,33.013047,-96.453887
2196,75709,4624,Tyler,Smith,TX,32.304313,-95.39094
2197,79731,4619,Crane,Crane,TX,31.422796,-102.487774
2198,76365,4598,Henrietta,Clay,TX,33.75849,-98.202251
2199,76531,4595,Hamilton,Hamilton,TX,31.686814,-98.187029
2200,78417,4572,Corpus Christi,Nueces,TX,27.739629,-97.466806
2201,77434,4562,Eagle Lake,Colorado,TX,29.527955,-96.305185
2202,78208,4549,San Antonio,Bexar,TX,29.43993,-98.458718
2203,78569,4541,Lyford,Willacy,TX,26.368214,-97.74357
2204,75966,4534,Newton,Newton,TX,30.827969,-93.714446
2205,75117,4505,Edgewood,Van Zandt,TX,32.715013,-95.854461
2206,78370,4458,Odem,San Patricio,TX,27.948148,-97.598697
2207,78118,4418,Karnes City,Karnes,TX,28.800642,-98.062937
2208,76462,4412,Lipan,Hood,TX,32.527015,-98.008849
2209,78373,4407,Port Aransas,Nueces,TX,27.777437,-97.114983
2210,76272,4404,Valley View,Cooke,TX,33.455973,-97.127134
2211,78071,4394,Three Rivers,Live Oak,TX,28.470281,-98.226391
2212,75692,4387,Waskom,Harrison,TX,32.470839,-94.118039
2213,75158,4337,Scurry,Kaufman,TX,32.462831,-96.402131
2214,75756,4332,Brownsboro,Henderson,TX,32.302029,-95.600894
2215,75410,4332,Alba,Wood,TX,32.790203,-95.631982
2216,79845,4317,Presidio,Presidio,TX,29.888046,-104.519139
2217,79782,4304,Stanton,Martin,TX,32.149838,-101.826743
2218,76305,4285,Wichita Falls,Wichita,TX,34.006193,-98.387687
2219,79916,4238,El Paso,El Paso,TX,31.814157,-106.41803
2220,75563,4225,Linden,Cass,TX,33.002696,-94.383454
2221,76877,4225,San Saba,San Saba,TX,31.157097,-98.763988
2222,78010,4224,Center Point,Kerr,TX,29.902772,-99.037882
2223,77485,4209,Wallis,Austin,TX,29.632734,-96.055105
2224,75426,4177,Clarksville,Red River,TX,33.663063,-94.997258
2225,76071,4173,Newark,Wise,TX,33.00087,-97.444484
2226,75109,4150,Corsicana,Navarro,TX,32.042784,-96.343757
2227,77984,4129,Shiner,Lavaca,TX,29.453329,-97.191865
2228,76066,4106,Millsap,Parker,TX,32.704456,-97.993148
2229,76651,4084,Italy,Ellis,TX,32.17771,-96.851184
2230,78022,4082,George West,Live Oak,TX,28.257475,-98.143051
2231,76524,4072,Eddy,Mclennan,TX,31.268644,-97.202495
2232,75683,4053,Ore City,Upshur,TX,32.826816,-94.737224
2233,75975,4052,Timpson,Shelby,TX,31.897138,-94.413785
2234,76457,4045,Hico,Hamilton,TX,31.944662,-98.027972
2235,75472,4014,Point,Rains,TX,32.884423,-95.869602
2236,78164,3990,Yorktown,De Witt,TX,28.98256,-97.520734
2237,75691,3963,Tatum,Rusk,TX,32.311917,-94.551752
2238,75497,3963,Yantis,Wood,TX,32.924728,-95.568154
2239,76932,3941,Big Lake,Reagan,TX,31.268726,-101.542078
2240,75925,3913,Alto,Cherokee,TX,31.614855,-95.062493
2241,78655,3892,Martindale,Caldwell,TX,29.816065,-97.835054
2242,76374,3891,Olney,Young,TX,33.358656,-98.740056
2243,77435,3857,East Bernard,Wharton,TX,29.515694,-96.121026
2244,75946,3851,Garrison,Nacogdoches,TX,31.81932,-94.520617
2245,79014,3844,Canadian,Hemphill,TX,35.908257,-100.285338
2246,76950,3824,Sonora,Sutton,TX,30.441414,-100.56062
2247,76689,3821,Valley Mills,Bosque,TX,31.662159,-97.506079
2248,79562,3795,Tuscola,Taylor,TX,32.236251,-99.866451
2249,79311,3777,Abernathy,Hale,TX,33.857882,-101.881538
2250,76849,3760,Junction,Kimble,TX,30.472352,-99.821506
2251,75251,3750,Dallas,Dallas,TX,32.919789,-96.770948
2252,76856,3746,Mason,Mason,TX,30.691484,-99.273312
2253,79607,3714,Dyess Afb,Taylor,TX,32.43035,-99.832641
2254,76431,3708,Chico,Wise,TX,33.315883,-97.857678
2255,76527,3696,Florence,Williamson,TX,30.841795,-97.809699
2256,77417,3683,Beasley,Fort Bend,TX,29.464406,-95.966234
2257,78832,3674,Brackettville,Kinney,TX,29.395621,-100.439985
2258,75790,3656,Van,Van Zandt,TX,32.535169,-95.643977
2259,75852,3634,Midway,Madison,TX,30.959521,-95.715509
2260,75974,3611,Tenaha,Shelby,TX,31.958364,-94.239838
2261,76380,3601,Seymour,Baylor,TX,33.621147,-99.243768
2262,75572,3594,Queen City,Cass,TX,33.225893,-94.127695
2263,76360,3581,Electra,Wichita,TX,33.963477,-98.961142
2264,79521,3563,Haskell,Haskell,TX,33.122685,-99.650389
2265,78263,3561,San Antonio,Bexar,TX,29.363661,-98.304351
2266,75569,3554,Nash,Bowie,TX,33.441822,-94.128587
2267,79081,3546,Spearman,Hansford,TX,36.24162,-101.218409
2268,75969,3522,Pollok,Angelina,TX,31.445713,-94.887599
2269,76470,3518,Ranger,Eastland,TX,32.495875,-98.66402
2270,76444,3515,De Leon,Comanche,TX,32.12348,-98.577273
2271,78377,3510,Refugio,Refugio,TX,28.35036,-97.156332
2272,79068,3506,Panhandle,Carson,TX,35.346662,-101.444262
2273,77335,3468,Goodrich,Polk,TX,30.574473,-94.911179
2274,78140,3457,Nixon,Gonzales,TX,29.333756,-97.765502
2275,79906,3452,El Paso,El Paso,TX,31.810651,-106.404743
2276,75496,3450,Wolfe City,Hunt,TX,33.349615,-96.057939
2277,79013,3447,Cactus,Moore,TX,36.038768,-102.003123
2278,75473,3443,Powderly,Lamar,TX,33.815579,-95.488005
2279,79758,3425,Gardendale,Ector,TX,31.970431,-102.320746
2280,75423,3423,Celeste,Hunt,TX,33.28439,-96.200388
2281,75446,3415,Honey Grove,Fannin,TX,33.615167,-95.900109
2282,75750,3414,Arp,Smith,TX,32.26754,-95.077715
2283,75144,3414,Kerens,Navarro,TX,32.108388,-96.207955
2284,75414,3394,Bells,Grayson,TX,33.623645,-96.427867
2285,76844,3393,Goldthwaite,Mills,TX,31.432854,-98.52307
2286,76664,3387,Mart,Mclennan,TX,31.560686,-96.802657
2287,79504,3375,Baird,Callahan,TX,32.335802,-99.350571
2288,76638,3355,Crawford,Mclennan,TX,31.549983,-97.442651
2289,79235,3335,Floydada,Floyd,TX,33.961932,-101.246145
2290,77702,3334,Beaumont,Jefferson,TX,30.086269,-94.128303
2291,75058,3329,Gunter,Grayson,TX,33.450768,-96.742245
2292,76233,3317,Collinsville,Grayson,TX,33.537706,-96.906575
2293,77962,3309,Ganado,Jackson,TX,29.020933,-96.48981
2294,78636,3307,Johnson City,Blanco,TX,30.316898,-98.424992
2295,78113,3253,Falls City,Karnes,TX,28.867033,-98.240425
2296,76943,3206,Ozona,Crockett,TX,30.534314,-101.306407
2297,78562,3198,La Villa,Hidalgo,TX,26.297669,-97.902485
2298,75432,3196,Cooper,Delta,TX,33.397601,-95.681769
2299,75962,3188,Nacogdoches,Nacogdoches,TX,31.619873,-94.64708
2300,76055,3181,Itasca,Hill,TX,32.162541,-97.15481
2301,78631,3157,Harper,Gillespie,TX,30.33977,-99.30658
2302,76476,3151,Tolar,Hood,TX,32.362649,-97.924354
2303,79567,3149,Winters,Runnels,TX,31.972434,-99.950294
2304,77968,3142,Inez,Victoria,TX,28.905028,-96.829368
2305,76823,3139,Bangs,Brown,TX,31.706204,-99.151374
2306,75705,3138,Tyler,Smith,TX,32.362631,-95.086688
2307,75845,3129,Groveton,Trinity,TX,31.087456,-95.076849
2308,79359,3129,Seagraves,Gaines,TX,32.971141,-102.586555
2309,79553,3127,Stamford,Jones,TX,32.940911,-99.850964
2310,77835,3121,Burton,Washington,TX,30.193586,-96.588051
2311,76534,3119,Holland,Bell,TX,30.884328,-97.378812
2312,75433,3115,Cumby,Hopkins,TX,33.098096,-95.803234
2313,76640,3110,Elm Mott,Mclennan,TX,31.696619,-97.073707
2314,75422,3084,Campbell,Hunt,TX,33.1414,-95.934195
2315,76577,3074,Thorndale,Milam,TX,30.627232,-97.17025
2316,78941,3046,Flatonia,Fayette,TX,29.727617,-97.15845
2317,75973,3036,Shelbyville,Shelby,TX,31.712048,-93.942239
2318,76682,3034,Riesel,Mclennan,TX,31.453378,-96.913619
2319,75631,3029,Beckville,Panola,TX,32.249318,-94.45322
2320,79252,3017,Quanah,Hardeman,TX,34.304335,-99.818916
2321,77871,3009,Normangee,Leon,TX,31.064168,-96.126849
2322,77830,3007,Anderson,Grimes,TX,30.530294,-96.013037
2323,79373,2985,Tahoka,Lynn,TX,33.182577,-101.827198
2324,78659,2983,Paige,Bastrop,TX,30.207417,-97.125389
2325,78375,2982,Premont,Jim Wells,TX,27.39631,-98.171285
2326,75155,2971,Rice,Ellis,TX,32.229113,-96.475509
2327,77363,2961,Plantersville,Grimes,TX,30.316397,-95.84999
2328,75855,2952,Oakwood,Leon,TX,31.557331,-95.863641
2329,75416,2946,Blossom,Lamar,TX,33.683869,-95.344733
2330,75846,2944,Jewett,Leon,TX,31.328853,-96.152369
2331,76093,2930,Rio Vista,Johnson,TX,32.210496,-97.392571
2332,78215,2925,San Antonio,Bexar,TX,29.44123,-98.480515
2333,75571,2909,Omaha,Morris,TX,33.207019,-94.77363
2334,77534,2905,Danbury,Brazoria,TX,29.231528,-95.314319
2335,76936,2898,Eldorado,Schleicher,TX,30.883194,-100.595683
2336,75424,2891,Blue Ridge,Collin,TX,33.321715,-96.378507
2337,79329,2891,Idalou,Lubbock,TX,33.715143,-101.674963
2338,77664,2872,Warren,Tyler,TX,30.601435,-94.413805
2339,75792,2861,Winona,Smith,TX,32.481968,-95.106672
2340,77831,2847,Bedias,Grimes,TX,30.726709,-95.90388
2341,78123,2801,Mc Queeney,Guadalupe,TX,29.600453,-98.047576
2342,78597,2798,South Padre Island,Cameron,TX,26.235,-97.271778
2343,76570,2780,Rosebud,Falls,TX,31.082267,-96.953514
2344,79226,2767,Clarendon,Donley,TX,34.90076,-100.994549
2345,75639,2756,De Berry,Panola,TX,32.293824,-94.169679
2346,75202,2739,Dallas,Dallas,TX,32.779253,-96.804768
2347,79041,2711,Hale Center,Hale,TX,34.043255,-101.931966
2348,78662,2697,Red Rock,Bastrop,TX,29.925681,-97.426006
2349,76648,2697,Hubbard,Hill,TX,31.8486,-96.807359
2350,78357,2695,Freer,Duval,TX,27.836017,-98.628776
2351,76225,2688,Alvord,Wise,TX,33.374041,-97.667809
2352,79095,2677,Wellington,Collingsworth,TX,34.90404,-100.20826
2353,75453,2661,Lone Oak,Hunt,TX,32.988834,-95.911355
2354,76656,2656,Lott,Falls,TX,31.185096,-97.043667
2355,75954,2634,Joaquin,Shelby,TX,31.904341,-94.048094
2356,75490,2633,Trenton,Fannin,TX,33.438031,-96.30828
2357,76569,2614,Rogers,Bell,TX,30.940183,-97.227023
2358,78656,2590,Maxwell,Caldwell,TX,29.904511,-97.807308
2359,75163,2590,Trinidad,Henderson,TX,32.166584,-96.11882
2360,75661,2586,Karnack,Harrison,TX,32.631317,-94.171261
2361,79079,2570,Shamrock,Wheeler,TX,35.20898,-100.242918
2362,78152,2569,Saint Hedwig,Bexar,TX,29.43659,-98.205116
2363,75417,2563,Bogata,Red River,TX,33.439658,-95.140371
2364,76665,2562,Meridian,Bosque,TX,31.916215,-97.710123
2365,79525,2561,Hawley,Jones,TX,32.630369,-99.830593
2366,75246,2553,Dallas,Dallas,TX,32.792496,-96.772763
2367,75770,2552,Larue,Henderson,TX,32.158557,-95.643712
2368,76908,2541,Goodfellow Afb,Tom Green,TX,31.432075,-100.402169
2369,79501,2535,Anson,Jones,TX,32.747863,-99.905394
2370,76624,2485,Axtell,Mclennan,TX,31.661047,-96.955129
2371,79086,2476,Sunray,Moore,TX,36.045957,-101.783727
2372,75668,2469,Lone Star,Morris,TX,32.907075,-94.678637
2373,75778,2468,Murchison,Henderson,TX,32.300926,-95.709837
2374,76554,2461,Little River,Bell,TX,30.967958,-97.376916
2375,79843,2457,Marfa,Presidio,TX,30.285296,-104.005761
2376,75833,2448,Centerville,Leon,TX,31.268635,-95.843907
2377,78409,2448,Corpus Christi,Nueces,TX,27.809478,-97.522896
2378,76252,2441,Muenster,Cooke,TX,33.682081,-97.382855
2379,79064,2436,Olton,Lamb,TX,34.195479,-102.119153
2380,76511,2426,Bartlett,Bell,TX,30.801782,-97.424411
2381,75681,2425,Mount Enterprise,Rusk,TX,31.925449,-94.704029
2382,75938,2425,Colmesneil,Tyler,TX,30.940517,-94.35364
2383,77426,2415,Chappell Hill,Washington,TX,30.1223,-96.258442
2384,79752,2415,Mc Camey,Upton,TX,31.22887,-102.162001
2385,77983,2414,Seadrift,Calhoun,TX,28.441719,-96.579574
2386,75760,2386,Cushing,Nacogdoches,TX,31.796249,-94.85434
2387,76035,2373,Cresson,Hood,TX,32.562049,-97.631487
2388,78940,2370,Fayetteville,Fayette,TX,29.940125,-96.658827
2389,78650,2366,Mc Dade,Bastrop,TX,30.303885,-97.218899
2390,75554,2356,Avery,Red River,TX,33.553515,-94.780261
2391,76449,2351,Graford,Palo Pinto,TX,32.905155,-98.324359
2392,76599,2351,Gatesville,Coryell,TX,31.467983,-97.735272
2393,75568,2350,Naples,Morris,TX,33.193211,-94.587279
2394,79245,2339,Memphis,Hall,TX,34.855772,-100.510099
2395,77420,2331,Boling,Wharton,TX,29.258985,-95.930309
2396,79325,2327,Farwell,Parmer,TX,34.424608,-102.943742
2397,75132,2326,Fate,Rockwall,TX,32.945748,-96.373883
2398,78341,2318,Benavides,Duval,TX,27.634419,-98.496692
2399,75486,2311,Sumner,Lamar,TX,33.745236,-95.744327
2400,78039,2309,La Coste,Medina,TX,29.312148,-98.834802
2401,75651,2300,Harleton,Harrison,TX,32.664407,-94.538189
2402,78407,2292,Corpus Christi,Nueces,TX,27.810698,-97.440395
2403,79520,2286,Hamlin,Jones,TX,32.857153,-100.124111
2404,79853,2282,Tornillo,El Paso,TX,31.434058,-106.063238
2405,79101,2271,Amarillo,Potter,TX,35.206031,-101.839602
2406,75980,2255,Zavalla,Angelina,TX,31.138382,-94.375214
2407,76487,2230,Poolville,Parker,TX,32.972482,-97.904879
2408,78359,2218,Gregory,San Patricio,TX,27.92356,-97.287078
2409,75558,2216,Cookville,Titus,TX,33.241961,-94.857848
2410,79346,2198,Morton,Cochran,TX,33.648086,-102.824958
2411,79839,2182,Fort Hancock,Hudspeth,TX,31.333177,-105.902546
2412,78393,2182,Woodsboro,Refugio,TX,28.187118,-97.382226
2413,77872,2178,North Zulch,Madison,TX,30.87938,-96.138959
2414,79096,2175,Wheeler,Wheeler,TX,35.437391,-100.196706
2415,76430,2169,Albany,Shackelford,TX,32.790131,-99.24184
2416,75968,2167,Pineland,Sabine,TX,31.252156,-93.954016
2417,79241,2166,Lockney,Floyd,TX,34.179633,-101.387813
2418,79012,2156,Bushland,Potter,TX,35.264761,-102.127678
2419,77865,2154,Marquez,Leon,TX,31.235882,-96.22928
2420,76366,2152,Holliday,Archer,TX,33.723849,-98.783672
2421,75643,2151,Gary,Panola,TX,32.019371,-94.361907
2422,79111,2140,Amarillo,Potter,TX,35.220501,-101.708127
2423,77861,2135,Iola,Grimes,TX,30.721716,-96.109298
2424,77364,2130,Pointblank,San Jacinto,TX,30.773047,-95.215467
2425,75436,2122,Detroit,Red River,TX,33.713765,-95.240033
2426,77455,2121,Louise,Wharton,TX,29.132072,-96.428441
2427,78055,2120,Medina,Bandera,TX,29.830348,-99.331352
2428,78638,2112,Kingsbury,Guadalupe,TX,29.659589,-97.785208
2429,78019,2111,Encinal,La Salle,TX,28.041684,-99.399193
2430,79855,2108,Van Horn,Culberson,TX,31.09348,-104.624514
2431,79083,2108,Stinnett,Hutchinson,TX,35.886172,-101.515093
2432,75630,2104,Avinger,Cass,TX,32.867555,-94.549488
2433,76064,2100,Maypearl,Ellis,TX,32.302367,-97.037219
2434,79040,2085,Gruver,Hansford,TX,36.318349,-101.559411
2435,79357,2071,Ralls,Crosby,TX,33.611886,-101.404701
2436,76837,2070,Eden,Concho,TX,31.222792,-99.896165
2437,78406,2051,Corpus Christi,Nueces,TX,27.771238,-97.518793
2438,79734,2044,Fort Davis,Jeff Davis,TX,30.686139,-103.96015
2439,76127,2038,Naval Air Station/ Jrb,Tarrant,TX,32.775409,-97.435599
2440,79322,2032,Crosbyton,Crosby,TX,33.633175,-101.178516
2441,75480,2030,Scroggins,Franklin,TX,33.024585,-95.197134
2442,78056,2024,Mico,Medina,TX,29.537033,-98.933944
2443,79084,2021,Stratford,Sherman,TX,36.276881,-101.996725
2444,78609,1999,Buchanan Dam,Llano,TX,30.759723,-98.438345
2445,75479,1987,Savoy,Fannin,TX,33.618238,-96.333077
2446,76271,1984,Tioga,Grayson,TX,33.464637,-96.892763
2447,76861,1984,Miles,Runnels,TX,31.592014,-100.192581
2448,78389,1984,Skidmore,Bee,TX,28.246302,-97.650811
2449,75931,1967,Brookeland,Sabine,TX,31.113664,-94.021385
2450,76629,1954,Bremond,Robertson,TX,31.14975,-96.651785
2451,79545,1950,Roscoe,Nolan,TX,32.415212,-100.573539
2452,76687,1950,Thornton,Limestone,TX,31.372916,-96.495028
2453,76270,1932,Sunset,Montague,TX,33.455656,-97.752881
2454,77650,1930,Port Bolivar,Galveston,TX,29.426496,-94.685696
2455,79355,1926,Plains,Yoakum,TX,33.181663,-102.876729
2456,75127,1906,Fruitvale,Van Zandt,TX,32.690295,-95.789932
2457,76443,1903,Cross Plains,Callahan,TX,32.13383,-99.213349
2458,76454,1903,Gorman,Eastland,TX,32.21185,-98.735794
2459,79019,1890,Claude,Armstrong,TX,35.0071,-101.394035
2460,77837,1873,Calvert,Robertson,TX,31.003109,-96.688981
2461,76701,1872,Waco,Mclennan,TX,31.552011,-97.1382
2462,75431,1871,Como,Hopkins,TX,33.01419,-95.460935
2463,77430,1867,Damon,Brazoria,TX,29.259878,-95.667662
2464,78950,1863,New Ulm,Austin,TX,29.904948,-96.482617
2465,76935,1852,Christoval,Tom Green,TX,31.083442,-100.423683
2466,75487,1846,Talco,Franklin,TX,33.334851,-95.1615
2467,78873,1839,Leakey,Real,TX,29.815376,-99.727302
2468,76433,1834,Bluff Dale,Erath,TX,32.315739,-98.022849
2469,76693,1825,Wortham,Freestone,TX,31.787657,-96.395087
2470,75859,1825,Streetman,Freestone,TX,31.893076,-96.236904
2471,76518,1810,Buckholts,Milam,TX,30.852653,-97.148898
2472,75471,1808,Pickton,Hopkins,TX,33.056806,-95.373518
2473,76351,1805,Archer City,Archer,TX,33.558025,-98.695427
2474,78147,1805,Poth,Wilson,TX,29.073446,-98.080406
2475,76673,1804,Mount Calm,Hill,TX,31.751025,-96.891756
2476,78719,1803,Austin,Travis,TX,30.195372,-97.668445
2477,77880,1800,Washington,Washington,TX,30.286936,-96.189365
2478,76530,1788,Granger,Williamson,TX,30.710857,-97.413885
2479,76859,1787,Menard,Menard,TX,30.884365,-99.85399
2480,76857,1773,May,Brown,TX,31.931233,-98.927404
2481,76471,1772,Rising Star,Eastland,TX,32.116953,-98.98514
2482,78829,1764,Batesville,Zavala,TX,28.888748,-99.562652
2483,76945,1762,Robert Lee,Coke,TX,31.885049,-100.610567
2484,76671,1748,Morgan,Bosque,TX,31.988449,-97.531227
2485,75847,1745,Kennard,Houston,TX,31.356209,-95.152898
2486,78959,1742,Waelder,Gonzales,TX,29.700745,-97.301328
2487,78880,1736,Rocksprings,Edwards,TX,29.98903,-100.285177
2488,79009,1734,Bovina,Parmer,TX,34.533282,-102.879628
2489,79546,1734,Rotan,Fisher,TX,32.891818,-100.498206
2490,77975,1722,Moulton,Lavaca,TX,29.559671,-97.081874
2491,76556,1707,Milano,Milam,TX,30.700385,-96.83055
2492,78151,1705,Runge,Karnes,TX,28.864482,-97.705273
2493,79343,1695,Lorenzo,Crosby,TX,33.658671,-101.531037
2494,79851,1689,Sierra Blanca,Hudspeth,TX,31.278279,-105.31166
2495,76641,1687,Frost,Navarro,TX,32.038687,-96.807932
2496,77482,1676,Van Vleck,Matagorda,TX,29.092714,-95.903493
2497,76878,1670,Santa Anna,Coleman,TX,31.649138,-99.295378
2498,75930,1655,Bronson,Sabine,TX,31.318961,-94.032164
2499,75929,1653,Broaddus,San Augustine,TX,31.245162,-94.175514
2500,78884,1645,Utopia,Uvalde,TX,29.605008,-99.459791
2501,76798,1630,Waco,Mclennan,TX,31.548378,-97.119061
2502,75932,1628,Burkeville,Newton,TX,31.056147,-93.615655
2503,76670,1617,Milford,Ellis,TX,32.136018,-96.988963
2504,76129,1616,Fort Worth,Tarrant,TX,32.708639,-97.363495
2505,79005,1610,Booker,Lipscomb,TX,36.380233,-100.507442
2506,78881,1601,Sabinal,Uvalde,TX,29.38367,-99.529697
2507,79248,1595,Paducah,Cottle,TX,33.994322,-100.287247
2508,79381,1590,Wilson,Lynn,TX,33.312912,-101.770523
2509,77660,1589,Spurger,Tyler,TX,30.649823,-94.14075
2510,78011,1574,Charlotte,Atascosa,TX,28.790915,-98.717634
2511,76389,1542,Windthorst,Archer,TX,33.513047,-98.457317
2512,76371,1540,Munday,Knox,TX,33.484962,-99.642707
2513,78594,1538,Sebastian,Willacy,TX,26.345257,-97.794892
2514,76622,1537,Aquilla,Hill,TX,31.816191,-97.243292
2515,77951,1534,Bloomington,Victoria,TX,28.634388,-96.901049
2516,77564,1532,Hull,Liberty,TX,30.180866,-94.664855
2517,78833,1526,Camp Wood,Real,TX,29.6747,-100.078588
2518,76636,1509,Covington,Hill,TX,32.170752,-97.291476
2519,79313,1505,Anton,Hockley,TX,33.804892,-102.162291
2520,78205,1503,San Antonio,Bexar,TX,29.423945,-98.48642
2521,76472,1502,Santo,Palo Pinto,TX,32.600503,-98.17276
2522,77577,1497,Liverpool,Brazoria,TX,29.284496,-95.281587
2523,79372,1488,Sundown,Hockley,TX,33.434243,-102.488401
2524,79370,1483,Spur,Dickens,TX,33.507585,-100.908386
2525,76653,1481,Kosse,Limestone,TX,31.299588,-96.608952
2526,79043,1480,Hart,Castro,TX,34.368347,-102.134819
2527,79351,1478,Odonnell,Lynn,TX,32.92701,-101.764414
2528,75555,1477,Bivins,Cass,TX,32.9392,-94.142287
2529,78235,1471,San Antonio,Bexar,TX,29.345246,-98.443874
2530,76432,1467,Blanket,Brown,TX,31.842565,-98.805134
2531,78024,1466,Hunt,Kerr,TX,30.043922,-99.515501
2532,76265,1464,Saint Jo,Montague,TX,33.756731,-97.538116
2533,76245,1463,Gordonville,Grayson,TX,33.830932,-96.839764
2534,75102,1455,Barry,Navarro,TX,32.057938,-96.632547
2535,79250,1438,Petersburg,Hale,TX,33.877689,-101.594755
2536,76453,1438,Gordon,Palo Pinto,TX,32.584194,-98.335694
2537,76639,1437,Dawson,Navarro,TX,31.866953,-96.655804
2538,76941,1421,Mertzon,Irion,TX,31.272382,-100.889468
2539,79511,1417,Coahoma,Howard,TX,32.415915,-101.250314
2540,79371,1415,Sudan,Lamb,TX,33.952621,-102.966213
2541,76632,1400,Chilton,Falls,TX,31.303293,-97.060163
2542,77622,1396,Hamshire,Jefferson,TX,29.862143,-94.288429
