,zip,population,city,county,state,latitude,longitude
861,30739,6773,Rock Spring,Walker,GA,34.805931,-85.215984
862,30183,6772,Waleska,Cherokee,GA,34.338804,-84.602425
863,30673,6726,Washington,Wilkes,GA,33.710915,-82.713973
864,31028,6673,Centerville,Houston,GA,32.6312,-83.6963
865,30326,6643,Atlanta,Fulton,GA,33.849518,-84.363971
866,30735,6631,Resaca,Gordon,GA,34.602883,-84.882661
867,30184,6535,White,Bartow,GA,34.252072,-84.741005
868,31774,6452,Ocilla,Irwin,GA,31.565466,-83.263747
869,31092,6423,Vienna,Dooly,GA,32.090962,-83.785552
870,30563,6274,Mount Airy,Habersham,GA,34.567865,-83.454897
871,30415,6272,Brooklet,Bulloch,GA,32.324484,-81.603497
872,30802,6243,Appling,Columbia,GA,33.601364,-82.299939
873,30220,6216,Grantville,Coweta,GA,33.225499,-84.823547
874,31811,6204,Hamilton,Harris,GA,32.740952,-84.928172
875,31822,6166,Pine Mountain,Harris,GA,32.864979,-84.910348
876,30113,6152,Buchanan,Haralson,GA,33.850746,-85.205308
877,31804,6151,Cataula,Harris,GA,32.662266,-84.913411
878,31901,6150,Columbus,Muscogee,GA,32.465313,-84.980285
879,31305,6039,Darien,Mcintosh,GA,31.396816,-81.393957
880,30543,5939,Gillsville,Hall,GA,34.290463,-83.649536
881,30002,5902,Avondale Estates,Dekalb,GA,33.773335,-84.261667
882,30147,5901,Lindale,Floyd,GA,34.150627,-85.208239
883,31569,5814,Woodbine,Camden,GA,30.896489,-81.697139
884,30621,5794,Bishop,Oconee,GA,33.791462,-83.492132
885,30457,5697,Soperton,Treutlen,GA,32.400272,-82.567512
886,30173,5679,Silver Creek,Floyd,GA,34.133121,-85.153505
887,31714,5644,Ashburn,Turner,GA,31.72025,-83.693961
888,30292,5631,Williamson,Pike,GA,33.168489,-84.393225
889,30104,5552,Aragon,Polk,GA,34.087138,-85.056489
890,30175,5526,Talking Rock,Pickens,GA,34.534915,-84.526711
891,31816,5510,Manchester,Meriwether,GA,32.881465,-84.60815
892,30520,5418,Canon,Franklin,GA,34.34005,-83.082621
893,31803,5367,Buena Vista,Marion,GA,32.285466,-84.493596
894,30558,5240,Maysville,Banks,GA,34.264056,-83.566788
895,30411,5205,Alamo,Wheeler,GA,32.128124,-82.79438
896,31634,5179,Homerville,Clinch,GA,31.042485,-82.767459
897,31806,5135,Ellaville,Schley,GA,32.263441,-84.322724
898,30557,5112,Martin,Stephens,GA,34.479804,-83.18496
899,30434,5017,Louisville,Jefferson,GA,33.025668,-82.383791
900,30346,5008,Atlanta,Dekalb,GA,33.92423,-84.338876
901,31063,4954,Montezuma,Macon,GA,32.288966,-83.96326
902,31068,4950,Oglethorpe,Macon,GA,32.328618,-84.117049
903,31645,4904,Ray City,Berrien,GA,31.060719,-83.218688
904,30629,4817,Comer,Madison,GA,34.076932,-83.110117
905,30559,4751,Mineral Bluff,Fannin,GA,34.957885,-84.274319
906,30295,4750,Zebulon,Pike,GA,33.090279,-84.310405
907,30565,4731,Nicholson,Jackson,GA,34.086211,-83.411497
908,30725,4731,Flintstone,Walker,GA,34.924777,-85.352675
909,30582,4706,Young Harris,Towns,GA,34.958918,-83.900404
910,30521,4683,Carnesville,Franklin,GA,34.362448,-83.292322
911,31642,4676,Pearson,Atkinson,GA,31.262914,-82.882627
912,31566,4638,Waynesville,Brantley,GA,31.182755,-81.805594
913,30185,4578,Whitesburg,Carroll,GA,33.519802,-84.918098
914,30808,4561,Dearing,Mcduffie,GA,33.384114,-82.391923
915,31543,4549,Hortense,Brantley,GA,31.334089,-81.828853
916,30560,4544,Morganton,Fannin,GA,34.876756,-84.204831
917,31006,4523,Butler,Taylor,GA,32.580721,-84.250733
918,31553,4520,Nahunta,Brantley,GA,31.181701,-81.972104
919,30471,4490,Twin City,Emanuel,GA,32.543263,-82.18091
920,31091,4347,Unadilla,Dooly,GA,32.237927,-83.704527
921,31001,4323,Abbeville,Wilcox,GA,31.976256,-83.339665
922,31773,4245,Ochlocknee,Thomas,GA,30.973428,-84.048091
923,30750,4148,Lookout Mountain,Walker,GA,34.941414,-85.388227
924,30139,4147,Fairmount,Gordon,GA,34.432341,-84.705495
925,30222,4101,Greenville,Meriwether,GA,33.044355,-84.743495
926,30571,4069,Sautee Nacoochee,White,GA,34.707523,-83.694014
927,30257,4024,Milner,Lamar,GA,33.143414,-84.18622
928,31089,4021,Tennille,Washington,GA,32.850766,-82.860314
929,31650,3999,Willacoochee,Atkinson,GA,31.395823,-83.025392
930,31815,3949,Lumpkin,Stewart,GA,32.030013,-84.84488
931,30828,3927,Warrenton,Warren,GA,33.368038,-82.656312
932,31301,3906,Allenhurst,Liberty,GA,31.750629,-81.60235
933,30833,3888,Wrens,Jefferson,GA,33.19125,-82.353132
934,30079,3846,Scottdale,Dekalb,GA,33.792055,-84.257369
935,30511,3831,Baldwin,Banks,GA,34.449698,-83.486672
936,31098,3809,Warner Robins,Houston,GA,32.614215,-83.56856
937,30445,3797,Mount Vernon,Montgomery,GA,32.163934,-82.588515
938,30055,3788,Mansfield,Jasper,GA,33.497411,-83.749784
939,30206,3763,Concord,Pike,GA,33.096058,-84.458228
940,30711,3757,Crandall,Murray,GA,34.921047,-84.711807
941,30527,3701,Clermont,Hall,GA,34.480827,-83.781847
942,30564,3696,Murrayville,Hall,GA,34.471046,-83.887074
943,31046,3694,Juliette,Monroe,GA,33.054338,-83.796097
944,30259,3674,Moreland,Coweta,GA,33.266198,-84.737458
945,31037,3584,Helena,Telfair,GA,32.080832,-82.968592
946,31647,3571,Sparks,Cook,GA,31.208842,-83.427337
947,30567,3565,Pendergrass,Jackson,GA,34.180744,-83.676541
948,30738,3509,Rising Fawn,Dade,GA,34.796552,-85.480936
949,30663,3463,Rutledge,Morgan,GA,33.615822,-83.600873
950,31519,3462,Broxton,Coffee,GA,31.684697,-82.879186
951,31328,3419,Tybee Island,Chatham,GA,32.011169,-80.865603
952,30734,3418,Ranger,Gordon,GA,34.532804,-84.714916
953,31557,3316,Patterson,Pierce,GA,31.375316,-82.098948
954,31626,3274,Boston,Thomas,GA,30.778489,-83.796406
955,31002,3267,Adrian,Emanuel,GA,32.554049,-82.595322
956,30547,3266,Homer,Banks,GA,34.361833,-83.455885
957,31078,3203,Roberta,Crawford,GA,32.694814,-84.075661
958,31606,3196,Valdosta,Lowndes,GA,30.806085,-83.190044
959,30182,3178,Waco,Haralson,GA,33.655819,-85.248832
960,30258,3165,Molena,Pike,GA,32.972488,-84.4491
961,30332,3162,Atlanta,Fulton,GA,33.778271,-84.404537
962,30205,3147,Brooks,Fayette,GA,33.267427,-84.475138
963,30602,3127,Athens,Clarke,GA,33.944542,-83.372937
964,31775,3121,Omega,Tift,GA,31.330841,-83.598579
965,30576,3104,Tiger,Rabun,GA,34.834627,-83.452192
966,31801,3068,Box Springs,Talbot,GA,32.519338,-84.594755
967,30124,3048,Cave Spring,Floyd,GA,34.133691,-85.345801
968,30648,3028,Lexington,Oglethorpe,GA,33.879979,-83.052055
969,30178,3024,Taylorsville,Bartow,GA,34.095453,-84.971074
970,30624,3016,Bowman,Elbert,GA,34.186246,-83.044149
971,31044,2986,Jeffersonville,Twiggs,GA,32.654991,-83.384798
972,30170,2986,Roopville,Carroll,GA,33.429229,-85.169473
973,30669,2959,Union Point,Greene,GA,33.672149,-83.120938
974,31831,2951,Waverly Hall,Harris,GA,32.685573,-84.706837
975,30421,2945,Collins,Tattnall,GA,32.179599,-82.107566
976,31018,2906,Davisboro,Washington,GA,32.977092,-82.627586
977,30171,2893,Rydal,Bartow,GA,34.343395,-84.726262
978,31076,2867,Reynolds,Taylor,GA,32.53887,-84.110141
979,31075,2834,Rentz,Laurens,GA,32.351617,-82.956349
980,30256,2819,Meansville,Pike,GA,33.007484,-84.3099
981,31716,2817,Baconton,Mitchell,GA,31.358537,-84.127936
982,31560,2806,Screven,Wayne,GA,31.499205,-82.021183
983,30428,2804,Glenwood,Wheeler,GA,32.224545,-82.71513
984,30538,2799,Eastanollee,Stephens,GA,34.500986,-83.263844
985,31805,2790,Cusseta,Chattahoochee,GA,32.263056,-84.739509
986,30477,2779,Wadley,Jefferson,GA,32.861525,-82.401582
987,31749,2764,Enigma,Berrien,GA,31.41359,-83.327184
988,31744,2763,Doerun,Colquitt,GA,31.341346,-83.901613
989,31637,2726,Lenox,Cook,GA,31.295967,-83.440212
990,31079,2705,Rochelle,Wilcox,GA,31.942896,-83.458767
991,31012,2703,Chester,Dodge,GA,32.394344,-83.173715
992,30731,2655,Menlo,Chattooga,GA,34.587768,-85.477364
993,31542,2645,Hoboken,Brantley,GA,31.142701,-82.119407
994,30516,2634,Bowersville,Hart,GA,34.380913,-83.030697
995,31019,2622,Dexter,Laurens,GA,32.424244,-83.051342
996,31549,2590,Lumber City,Telfair,GA,31.9282,-82.714917
997,30625,2582,Buckhead,Morgan,GA,33.520284,-83.33353
998,31765,2577,Meigs,Thomas,GA,31.087551,-84.027154
999,30056,2518,Newborn,Newton,GA,33.50025,-83.659584
1000,30473,2504,Uvalda,Montgomery,GA,32.016897,-82.46883
1001,30627,2490,Carlton,Madison,GA,33.972176,-82.963748
1002,31807,2489,Ellerslie,Harris,GA,32.63823,-84.800836
1003,30293,2482,Woodbury,Meriwether,GA,32.976649,-84.611505
1004,31825,2471,Richland,Stewart,GA,32.116195,-84.6709
1005,30555,2443,Mc Caysville,Fannin,GA,34.971217,-84.436342
1006,31555,2428,Odum,Wayne,GA,31.705666,-82.080662
1007,30630,2407,Crawford,Oglethorpe,GA,33.913366,-83.147279
1008,30805,2397,Blythe,Richmond,GA,33.279569,-82.191791
1009,30609,2394,Athens,Clarke,GA,33.949464,-83.382007
1010,31830,2354,Warm Springs,Meriwether,GA,32.900708,-84.729063
1011,31303,2348,Clyo,Effingham,GA,32.505422,-81.313427
1012,30322,2308,Atlanta,Dekalb,GA,33.793597,-84.326127
1013,31033,2287,Haddock,Jones,GA,33.079307,-83.434007
1014,31778,2262,Pavo,Thomas,GA,30.974992,-83.700075
1015,31565,2236,Waverly,Camden,GA,31.066705,-81.632529
1016,31738,2232,Coolidge,Thomas,GA,31.012696,-83.871858
1017,31790,2181,Sycamore,Turner,GA,31.652476,-83.577968
1018,30733,2171,Plainville,Gordon,GA,34.414593,-85.050554
1019,31827,2152,Talbotton,Talbot,GA,32.686718,-84.521816
1020,30634,2148,Dewy Rose,Elbert,GA,34.195694,-82.945483
1021,30456,2146,Sardis,Burke,GA,32.980717,-81.79614
1022,30218,2134,Gay,Meriwether,GA,33.129318,-84.587178
1023,30757,2131,Wildwood,Dade,GA,34.935801,-85.441516
1024,30118,2118,Carrollton,Carroll,GA,33.572388,-85.10362
1025,30216,2112,Flovilla,Butts,GA,33.228851,-83.884863
1026,30810,2096,Gibson,Glascock,GA,33.235661,-82.589853
1027,31781,2084,Poulan,Worth,GA,31.560577,-83.796293
1028,31826,2065,Shiloh,Harris,GA,32.792963,-84.703286
1029,30137,2060,Emerson,Bartow,GA,34.126177,-84.761354
1030,31060,2056,Milan,Telfair,GA,31.975665,-83.063507
1031,31057,2048,Marshallville,Macon,GA,32.435,-83.936561
1032,31622,2021,Alapaha,Berrien,GA,31.378501,-83.192225
1033,30816,2018,Keysville,Burke,GA,33.156206,-82.166263
1034,31780,1990,Plains,Sumter,GA,32.03187,-84.388811
1035,30149,1966,Mount Berry,Floyd,GA,34.309754,-85.226015
1036,30105,1947,Armuchee,Floyd,GA,34.432548,-85.172442
1037,30730,1902,Lyerly,Chattooga,GA,34.348052,-85.417499
1038,30450,1882,Portal,Bulloch,GA,32.562251,-81.923131
1039,30251,1882,Luthersville,Meriwether,GA,33.198174,-84.698112
1040,30641,1859,Good Hope,Walton,GA,33.778357,-83.574025
1041,31764,1844,Leslie,Sumter,GA,31.976312,-84.088839
1042,30668,1836,Tignall,Wilkes,GA,33.895747,-82.697208
1043,31016,1832,Culloden,Monroe,GA,32.842251,-84.115961
1044,30410,1821,Ailey,Montgomery,GA,32.188589,-82.51347
1045,31795,1808,Ty Ty,Tift,GA,31.473618,-83.687462
1046,31641,1805,Naylor,Lowndes,GA,30.91957,-83.092297
1047,30441,1803,Midville,Burke,GA,32.79705,-82.224945
1048,31058,1798,Mauk,Taylor,GA,32.488651,-84.410396
1049,31049,1769,Kite,Johnson,GA,32.686436,-82.525311
1050,30177,1759,Tate,Pickens,GA,34.411307,-84.377876
1051,31077,1723,Rhine,Dodge,GA,31.921144,-83.19837
1052,31512,1681,Ambrose,Coffee,GA,31.545696,-83.018356
1053,31097,1681,Yatesville,Upson,GA,32.890411,-84.166895
1054,30552,1640,Lakemont,Rabun,GA,34.770857,-83.443724
1055,31022,1630,Dudley,Laurens,GA,32.51154,-83.116631
1056,31070,1590,Pinehurst,Dooly,GA,32.18658,-83.789771
1057,30631,1585,Crawfordville,Taliaferro,GA,33.559319,-82.875272
1058,31017,1579,Danville,Twiggs,GA,32.621094,-83.23222
1059,31638,1573,Morven,Brooks,GA,30.906417,-83.512186
1060,30413,1547,Bartow,Jefferson,GA,32.88898,-82.510648
1061,30619,1543,Arnoldsville,Oglethorpe,GA,33.855811,-83.244694
1062,30537,1539,Dillard,Rabun,GA,34.976125,-83.320199
1063,30568,1531,Rabun Gap,Rabun,GA,34.959487,-83.432795
1064,30660,1515,Rayle,Wilkes,GA,33.789216,-82.951866
1065,30575,1512,Talmo,Jackson,GA,34.207642,-83.713476
1066,31824,1507,Preston,Webster,GA,32.051196,-84.519089
1067,30234,1480,Jenkinsburg,Butts,GA,33.323884,-84.030964
1068,30452,1477,Register,Bulloch,GA,32.325315,-81.888781
1069,30446,1466,Newington,Screven,GA,32.563486,-81.463016
1070,31796,1462,Warwick,Worth,GA,31.770118,-83.856468
1071,31042,1445,Irwinton,Wilkinson,GA,32.761346,-83.176859
1072,31733,1435,Chula,Tift,GA,31.59319,-83.489763
1073,30522,1430,Cherrylog,Gilmer,GA,34.795978,-84.340155
1074,31787,1418,Smithville,Lee,GA,31.899179,-84.243318
1075,30678,1390,White Plains,Greene,GA,33.453336,-83.065445
1076,31020,1382,Dry Branch,Twiggs,GA,32.690507,-83.498578
1077,31314,1378,Fort Stewart,Liberty,GA,31.870154,-81.631076
1078,30823,1349,Stapleton,Jefferson,GA,33.226005,-82.45338
1079,31625,1335,Barney,Brooks,GA,30.992647,-83.533505
1080,31624,1329,Axson,Atkinson,GA,31.296189,-82.730338
1081,30541,1326,Epworth,Fannin,GA,34.912906,-84.539104
1082,30425,1316,Garfield,Emanuel,GA,32.682022,-82.094572
1083,31009,1312,Cadwell,Laurens,GA,32.281608,-83.019789
1084,31025,1312,Elko,Houston,GA,32.335837,-83.741003
1085,31323,1295,Riceboro,Liberty,GA,31.687499,-81.427655
1086,31054,1294,Mc Intyre,Wilkinson,GA,32.889861,-83.214067
1087,30420,1278,Cobbtown,Tattnall,GA,32.288422,-82.152736
1088,31307,1275,Eden,Effingham,GA,32.172843,-81.398602
1089,31066,1257,Musella,Crawford,GA,32.811058,-84.014751
1090,31090,1256,Toomsboro,Wilkinson,GA,32.829744,-83.068206
1091,31829,1251,Upatoi,Muscogee,GA,32.562698,-84.731611
1092,31547,1219,Kings Bay,Camden,GA,30.790547,-81.559737
1093,31065,1210,Montrose,Laurens,GA,32.550166,-83.163351
1094,31783,1208,Rebecca,Turner,GA,31.758976,-83.470125
1095,31563,1183,Surrency,Appling,GA,31.751319,-82.181464
1096,31649,1166,Stockton,Lanier,GA,30.963885,-82.995472
1097,31035,1130,Harrison,Washington,GA,32.845795,-82.696035
1098,31527,1116,Jekyll Island,Glynn,GA,31.06699,-81.433275
1099,30562,1113,Mountain City,Rabun,GA,34.921474,-83.381098
1100,31712,1109,Arabi,Crisp,GA,31.834992,-83.707348
1101,31207,1074,Macon,Bibb,GA,32.828448,-83.649156
1102,31629,1070,Dixie,Brooks,GA,30.816844,-83.689394
1103,30820,1068,Mitchell,Glascock,GA,33.217572,-82.709869
1104,31518,1064,Bristol,Pierce,GA,31.512607,-82.185093
1105,31072,1060,Pitts,Wilcox,GA,31.974465,-83.56684
1106,31756,1048,Hartsfield,Colquitt,GA,31.183017,-83.96576
1107,30803,1039,Avera,Jefferson,GA,33.133196,-82.549061
1108,31071,1035,Pineview,Wilcox,GA,32.129447,-83.540846
1109,31085,1035,Shady Dale,Jasper,GA,33.427349,-83.6277
1110,31836,993,Woodland,Talbot,GA,32.796402,-84.53509
1111,31789,968,Sumner,Worth,GA,31.479734,-83.739835
1112,31552,965,Millwood,Ware,GA,31.289898,-82.599146
1113,30545,949,Helen,White,GA,34.762511,-83.762189
1114,31007,941,Byromville,Dooly,GA,32.188514,-83.927321
1115,31567,921,West Green,Coffee,GA,31.630886,-82.706228
1116,31784,892,Sale City,Mitchell,GA,31.24725,-84.03667
1117,31041,888,Ideal,Macon,GA,32.333518,-84.204238
1118,31551,884,Mershon,Pierce,GA,31.495826,-82.273212
1119,30336,876,Atlanta,Fulton,GA,33.738366,-84.567535
1120,31409,873,Savannah,Chatham,GA,32.016357,-81.144544
1121,31050,868,Knoxville,Crawford,GA,32.739657,-83.955974
1122,30667,851,Stephens,Oglethorpe,GA,33.776347,-83.14533
1123,30572,844,Suches,Union,GA,34.735794,-84.072487
1124,31094,844,Warthen,Washington,GA,33.113614,-82.795759
1125,30426,831,Girard,Burke,GA,33.035037,-81.628674
1126,30821,825,Norwood,Warren,GA,33.492107,-82.737994
1127,31038,819,Hillsboro,Jasper,GA,33.133747,-83.646996
1128,31648,816,Statenville,Echols,GA,30.706502,-83.019027
1129,31798,812,Wray,Irwin,GA,31.613378,-83.065969
1130,30072,806,Pine Lake,Dekalb,GA,33.792116,-84.206463
1131,31698,770,Valdosta,Lowndes,GA,30.848944,-83.28957
1132,31550,762,Manor,Ware,GA,31.14708,-82.595623
1133,30746,762,Sugar Valley,Gordon,GA,34.577083,-85.027273
1134,31011,753,Chauncey,Dodge,GA,32.129553,-83.074859
1135,31711,751,Andersonville,Sumter,GA,32.190998,-84.13023
1136,31699,696,Valdosta,Lowndes,GA,30.974915,-83.205199
1137,31823,690,Pine Mountain Valley,Harris,GA,32.810641,-84.822587
1138,31812,682,Junction City,Talbot,GA,32.640052,-84.402775
1139,30285,682,The Rock,Upson,GA,32.987673,-84.258191
1140,30454,670,Rockledge,Laurens,GA,32.436077,-82.730358
1141,30250,667,Lovejoy,Clayton,GA,33.436535,-84.314213
1142,31630,656,Du Pont,Clinch,GA,30.950818,-82.876732
1143,30148,637,Marble Hill,Pickens,GA,34.458792,-84.258613
1144,30903,620,Augusta,Richmond,GA,33.490148,-82.162688
1145,31309,614,Fleming,Liberty,GA,31.879886,-81.438392
1146,30455,603,Rocky Ford,Screven,GA,32.690978,-81.802282
1147,31544,597,Jacksonville,Telfair,GA,31.840482,-82.963883
1148,31735,581,Cobb,Sumter,GA,31.969555,-83.973306
1149,31532,568,Denton,Jeff Davis,GA,31.72207,-82.758822
1150,31568,529,White Oak,Camden,GA,31.013362,-81.819093
1151,31772,522,Oakfield,Worth,GA,31.724154,-83.961027
1152,31631,493,Fargo,Clinch,GA,30.643635,-82.741456
1153,31722,492,Berlin,Colquitt,GA,31.067453,-83.622768
1154,31062,475,Milledgeville,Baldwin,GA,33.046624,-83.215582
1155,30818,468,Matthews,Jefferson,GA,33.276427,-82.338966
1156,30070,444,Porterdale,Newton,GA,33.574432,-83.894702
1157,30822,434,Perkins,Jenkins,GA,32.926337,-81.852686
1158,31083,433,Scotland,Telfair,GA,32.040351,-82.814353
1159,30812,403,Gracewood,Richmond,GA,33.367233,-82.028573
1160,31623,380,Argyle,Clinch,GA,31.074434,-82.644004
1161,31318,369,Meldrim,Effingham,GA,32.142025,-81.371941
1162,30423,350,Daisy,Evans,GA,32.148806,-81.830641
1163,31743,326,De Soto,Sumter,GA,31.908396,-83.991153
1164,30470,305,Tarrytown,Montgomery,GA,32.313907,-82.561036
1165,31720,285,Barwick,Brooks,GA,30.878167,-83.724533
1166,31067,266,Oconee,Washington,GA,32.860339,-82.936674
1167,31627,229,Cecil,Cook,GA,31.043183,-83.392615
1168,31821,227,Omaha,Stewart,GA,32.116128,-84.963449
1169,31832,222,Weston,Webster,GA,31.958169,-84.614896
1170,30573,218,Tallulah Falls,Rabun,GA,34.749867,-83.416673
1171,31051,209,Lilly,Dooly,GA,32.155877,-83.886797
1172,31810,206,Geneva,Talbot,GA,32.568168,-84.524979
1173,77494,126310,Katy,Fort Bend,TX,29.740677,-95.829652
1174,77449,123157,Katy,Harris,TX,29.837572,-95.733754
1175,75034,116155,Frisco,Collin,TX,33.146638,-96.855822
1176,75070,109085,McKinney,Collin,TX,33.171916,-96.696296
1177,79936,108668,El Paso,El Paso,TX,31.776593,-106.296976
1178,77084,108161,Houston,Harris,TX,29.827486,-95.65992
1179,78660,101937,Pflugerville,Travis,TX,30.43963,-97.594687
1180,77479,95615,Sugar Land,Fort Bend,TX,29.566996,-95.636016
1181,77433,94345,Cypress,Harris,TX,29.934371,-95.747578
1182,75052,94060,Grand Prairie,Dallas,TX,32.664953,-97.024692
1183,77584,91993,Pearland,Brazoria,TX,29.545041,-95.350629
1184,77573,91454,League City,Galveston,TX,29.503785,-95.0873
1185,77429,90506,Cypress,Harris,TX,29.998421,-95.66736
1186,78521,89629,Brownsville,Cameron,TX,25.943923,-97.317944
1187,75217,86811,Dallas,Dallas,TX,32.710306,-96.678549
1188,78613,83876,Cedar Park,Williamson,TX,30.503949,-97.8242
1189,79938,83326,El Paso,El Paso,TX,31.829712,-105.971362
1190,77379,82493,Spring,Harris,TX,30.040876,-95.528914
1191,78666,81844,San Marcos,Hays,TX,29.880162,-97.966164
1192,78542,80837,Edinburg,Hidalgo,TX,26.451477,-98.092002
1193,75035,80269,Frisco,Collin,TX,33.16313,-96.790193
1194,78572,80135,Mission,Hidalgo,TX,26.229223,-98.37545
1195,79912,79861,El Paso,El Paso,TX,31.848583,-106.534316
1196,78130,79786,New Braunfels,Comal,TX,29.693556,-98.07285
1197,76244,78815,Keller,Tarrant,TX,32.928037,-97.283914
1198,78577,78731,Pharr,Hidalgo,TX,26.15153,-98.189752
1199,78641,78568,Leander,Williamson,TX,30.562168,-97.907817
1200,77083,78240,Houston,Harris,TX,29.694395,-95.649569
1201,75211,77920,Dallas,Dallas,TX,32.736986,-96.907815
1202,77459,76662,Missouri City,Fort Bend,TX,29.529038,-95.523532
1203,76063,76609,Mansfield,Tarrant,TX,32.57074,-97.144837
1204,78245,76392,San Antonio,Bexar,TX,29.401093,-98.730806
1205,77450,75752,Katy,Harris,TX,29.745247,-95.741783
1206,75228,75303,Dallas,Dallas,TX,32.824924,-96.679438
1207,77095,73956,Houston,Harris,TX,29.909513,-95.651476
1208,75002,73916,Allen,Collin,TX,33.089854,-96.6086
1209,76028,72493,Burleson,Johnson,TX,32.532677,-97.306547
1210,78046,71726,Laredo,Webb,TX,27.373696,-99.346761
1211,75068,69656,Little Elm,Denton,TX,33.177062,-96.950292
1212,77036,69154,Houston,Harris,TX,29.701847,-95.534537
1213,76179,69066,Fort Worth,Tarrant,TX,32.913522,-97.433835
1214,78596,68984,Weslaco,Hidalgo,TX,26.158622,-97.989155
1215,77845,68757,College Station,Brazos,TX,30.561385,-96.272583
1216,75243,68253,Dallas,Dallas,TX,32.912633,-96.736637
1217,78045,67981,Laredo,Webb,TX,27.833815,-99.681424
1218,75067,67197,Lewisville,Denton,TX,33.013546,-97.00016
1219,78251,65885,San Antonio,Bexar,TX,29.462006,-98.676785
1220,77072,65015,Houston,Harris,TX,29.699688,-95.584817
1221,77346,63772,Humble,Harris,TX,29.994499,-95.177499
1222,78664,63661,Round Rock,Williamson,TX,30.501927,-97.647251
1223,78745,63287,Austin,Travis,TX,30.206851,-97.797384
1224,78574,62972,Mission,Hidalgo,TX,26.318906,-98.370049
1225,78250,62951,San Antonio,Bexar,TX,29.502729,-98.664897
1226,75071,62769,Mc Kinney,Collin,TX,33.245817,-96.63072
1227,75043,62721,Garland,Dallas,TX,32.857447,-96.575798
1228,77373,62350,Spring,Harris,TX,30.062169,-95.383966
1229,79928,62344,El Paso,El Paso,TX,31.631426,-106.160065
1230,77396,62309,Humble,Harris,TX,29.945205,-95.259778
1231,78640,61991,Kyle,Hays,TX,29.999103,-97.828207
1232,78240,61937,San Antonio,Bexar,TX,29.52502,-98.606564
1233,77077,61908,Houston,Harris,TX,29.750233,-95.615383
1234,75150,61863,Mesquite,Dallas,TX,32.817399,-96.630416
1235,78249,61712,San Antonio,Bexar,TX,29.565311,-98.612104
1236,75040,61508,Garland,Dallas,TX,32.928902,-96.619782
1237,78228,61441,San Antonio,Bexar,TX,29.460646,-98.571279
1238,77407,61382,Richmond,Fort Bend,TX,29.670004,-95.708089
1239,78504,61182,Mcallen,Hidalgo,TX,26.271965,-98.23657
1240,78254,61141,San Antonio,Bexar,TX,29.539126,-98.725885
1241,77521,60703,Baytown,Harris,TX,29.802461,-94.970322
1242,75227,60632,Dallas,Dallas,TX,32.76681,-96.6869
1243,78501,60299,Mcallen,Hidalgo,TX,26.215816,-98.239592
1244,77386,60252,Spring,Montgomery,TX,30.100255,-95.356479
1245,77375,60115,Tomball,Harris,TX,30.094886,-95.58583
1246,78753,60035,Austin,Travis,TX,30.382462,-97.673473
1247,76137,59983,Fort Worth,Tarrant,TX,32.859685,-97.291523
1248,79924,59816,El Paso,El Paso,TX,31.902442,-106.413245
1249,77840,59700,College Station,Brazos,TX,30.609093,-96.325984
1250,75056,59674,The Colony,Denton,TX,33.070183,-96.917772
1251,76010,59526,Arlington,Tarrant,TX,32.722819,-97.080286
1252,78520,59388,Brownsville,Cameron,TX,25.963264,-97.550453
1253,78586,59360,San Benito,Cameron,TX,26.106086,-97.629292
1254,78681,58983,Round Rock,Williamson,TX,30.534424,-97.725741
1255,75098,58717,Wylie,Collin,TX,33.012135,-96.534936
1256,75149,57758,Mesquite,Dallas,TX,32.773369,-96.618811
1257,78207,57700,San Antonio,Bexar,TX,29.422124,-98.525978
1258,77406,57622,Richmond,Fort Bend,TX,29.64609,-95.794526
1259,77015,57553,Houston,Harris,TX,29.76393,-95.173121
1260,75007,57513,Carrollton,Denton,TX,33.005262,-96.896742
1261,77088,57177,Houston,Harris,TX,29.881487,-95.452619
1262,78852,57160,Eagle Pass,Maverick,TX,28.729787,-100.316678
1263,77469,57011,Richmond,Fort Bend,TX,29.482678,-95.680186
1264,78223,56484,San Antonio,Bexar,TX,29.31194,-98.391006
1265,77070,56260,Houston,Harris,TX,29.979648,-95.572877
1266,77089,55410,Houston,Harris,TX,29.586959,-95.225601
1267,75287,55060,Dallas,Dallas,TX,32.999309,-96.841688
1268,75025,54653,Plano,Collin,TX,33.090085,-96.740008
1269,75216,54253,Dallas,Dallas,TX,32.711324,-96.781215
1270,76051,54130,Grapevine,Tarrant,TX,32.925765,-97.071545
1271,75061,53983,Irving,Dallas,TX,32.825907,-96.966915
1272,75080,53708,Richardson,Dallas,TX,32.976063,-96.74208
1273,76133,53694,Fort Worth,Tarrant,TX,32.652918,-97.379538
1274,78247,53597,San Antonio,Bexar,TX,29.585862,-98.406811
1275,76549,53490,Killeen,Bell,TX,31.017077,-97.833092
1276,75074,53459,Plano,Collin,TX,33.031561,-96.673164
1277,77546,53148,Friendswood,Galveston,TX,29.515074,-95.192133
1278,75115,53118,Desoto,Dallas,TX,32.599427,-96.864075
1279,77082,52830,Houston,Harris,TX,29.72449,-95.640002
1280,76119,52279,Fort Worth,Tarrant,TX,32.691147,-97.262625
1281,75006,52231,Carrollton,Dallas,TX,32.962141,-96.898585
1282,75126,52078,Forney,Kaufman,TX,32.743178,-96.4549
1283,78748,52076,Austin,Travis,TX,30.16711,-97.823998
1284,78550,52022,Harlingen,Cameron,TX,26.255523,-97.667502
